Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
7670.132247584683,-0.23298677524153172,-0.02987838626330863,-0.06681079028508079,0.45399874216028824,0.5701354435308735,11798.561151079137,0.1798561151079137,0.21055106382847688,0.4119090232287316,0.46405426545177875,0.5428611978427477
