Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
12377.274135753063,0.2377274135753063,0.29578351876890707,0.4676243231270713,0.5543954726997511,0.5677687665764557,13215.268225584596,0.32152682255845955,0.3620945205426813,0.5300586088858537,0.5833565408137702,0.5370524736381446
