Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
17663.428449839597,0.7663428449839598,0.39646718157033356,1.085606328683832,0.3078159769020196,0.2344371461806276,13082.959641255606,0.30829596412556054,0.20998594045901453,0.5734629997923929,0.3325076683646408,0.3705072910248511
