Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
12597.443979520853,0.25974439795208526,0.15016733071527066,0.6444563104250839,0.2171540245110482,0.2818130831335372,14676.679736824615,0.46766797368246155,0.24273609994030054,0.9925882772472192,0.21903261941694066,0.16712937257079402
