,long,short,long_short
2024-10-07,-0.010067242899253983,-0.01268667791841398,0.002619435019159998
2024-10-08,0.005731034001692146,-0.015744385908866412,0.021475419910558558
2024-10-09,0.0006944639662674871,0.0013866802402360348,-0.0006922162739685477
2024-10-10,-0.006126954554137167,-0.005702844503274421,-0.0004241100508627464
2024-10-11,0.017508981529254838,0.020611456468104847,-0.003102474938850009
2024-10-14,0.005506566860016903,-0.0037055937071310526,0.009212160567147956
2024-10-15,-0.0043121552102370975,-0.0041793966832550265,-0.000132758526982071
2024-10-16,0.004549011320808697,0.01980875336787189,-0.015259742047063193
2024-10-17,-0.007613797377158225,-0.009494525644368895,0.0018807282672106702
2024-10-18,0.010474001566091795,0.011367862501690517,-0.0008938609355987216
2024-10-21,-0.010774032762150375,-0.003352718457421171,-0.007421314304729204
2024-10-22,-0.0035290182624788126,-0.005104106288989704,0.0015750880265108917
2024-10-23,-0.014392029688443695,-0.016041093327611607,0.0016490636391679123
2024-10-24,0.003292253554412656,0.0031438000574613495,0.0001484534969513067
2024-10-25,0.00179446518944434,-0.0049018074774403115,0.006696272666884651
2024-10-28,0.01240332275220772,0.02561492473127502,-0.013211601979067301
2024-10-29,0.00014555495298968166,-0.00742604552180632,0.007571600474796002
2024-10-30,-0.0042895061786769875,-0.0026443301211377074,-0.0016451760575392801
2024-10-31,-0.013853514694658389,-0.015366275768499176,0.0015127610738407873
2024-11-01,0.017937684660027927,0.006900858358427056,0.01103682630160087
2024-11-04,0.006268848145642514,0.003120067267679637,0.003148780877962877
2024-11-05,0.019367946790485608,0.01669404377720958,0.002673903013276028
2024-11-06,0.011800232337177802,0.01899185385762051,-0.007191621520442707
2024-11-07,0.0028040476393291886,-0.010864604145399711,0.0136686517847289
2024-11-08,0.0033411800822543344,0.0017839839565042361,0.0015571961257500983
2024-11-11,0.003834123674015671,0.012307719069807321,-0.00847359539579165
2024-11-12,-0.028523247656199714,-0.012327062118570447,-0.01619618553762927
2024-11-13,-0.006163382038861955,-0.016327151137278145,0.010163769098416191
2024-11-14,0.005055380218538353,-0.014894588846779308,0.019949969065317662
2024-11-15,-0.02208710735041918,-0.017605631111395417,-0.004481476239023764
2024-11-18,0.011294437348385268,0.001656020989281075,0.009638416359104193
2024-11-19,0.006971728667576648,0.0020114611514056744,0.004960267516170974
2024-11-20,0.01409351399932732,0.0024481915828058133,0.011645322416521508
2024-11-21,0.008803014203627434,0.015595849553108589,-0.006792835349481155
2024-11-22,0.01120126836784415,0.011283409393752513,-8.214102590836311e-05
2024-11-25,0.016907367410337954,0.014254516364887067,0.0026528510454508873
2024-11-26,-0.0023753810220651077,0.0010242632056494552,-0.0033996442277145628
2024-11-27,0.001438767460708091,0.003416237430417897,-0.0019774699697098063
2024-11-29,0.010795077919475572,0.004047842512141188,0.006747235407334384
2024-12-02,0.0029641380271107176,0.01345231627389893,-0.010488178246788212
2024-12-03,-0.00364936828046217,-0.012915724914325025,0.009266356633862854
2024-12-04,-0.0036051029255746874,0.012275342813090128,-0.015880445738664817
2024-12-05,-0.007589251180669801,-0.013740396630328796,0.006151145449658995
2024-12-06,0.009077894029675522,-0.0007974637672236581,0.00987535779689918
2024-12-09,0.009258788808096007,0.007109489457709034,0.0021492993503869733
2024-12-10,-0.002876957615319305,-0.010181772117191422,0.0073048145018721165
2024-12-11,0.012898942455199918,0.008712613242943985,0.004186329212255932
2024-12-12,-0.008115443307012608,-0.009023475477328437,0.0009080321703158287
2024-12-13,-0.00512668409073514,-0.014092004640672366,0.008965320549937227
2024-12-16,0.010835261684409986,0.0018001571261647396,0.009035104558245246
2024-12-17,-0.0025584240225087294,-0.0010861086527793379,-0.0014723153697293915
2024-12-18,-0.03371141961403124,-0.037013562397822816,0.0033021427837915743
2024-12-19,0.0047781998959749,-0.00037916867546288656,0.005157368571437786
2024-12-20,0.01839156580196266,0.011041667245009695,0.007349898556952967
2024-12-23,-7.208169394972465e-05,0.0036329480026330674,-0.003705029696582792
2024-12-24,0.011307904195566083,0.016219822446926987,-0.004911918251360904
2024-12-26,0.009460156927413869,0.014114795702761801,-0.0046546387753479326
2024-12-27,-0.0020777964989467,0.008087422358319246,-0.010165218857265946
2024-12-30,,,
