,long,short,long_short
2024-10-07,-0.00789085756294858,-0.012326754756941595,0.0044358971939930155
2024-10-08,0.0017293914969595137,-0.010249821608934968,0.011979213105894481
2024-10-09,-0.00030023100295259236,-0.0003123937790737013,1.2162776121108919e-05
2024-10-10,-0.005464605626392448,-0.007040497542552883,0.0015758919161604351
2024-10-11,0.015418241177126812,0.016862334703583278,-0.0014440935264564657
2024-10-14,0.0037749037139546003,0.0019791852221872535,0.0017957184917673469
2024-10-15,-0.004286498258375072,-0.005517186234379706,0.0012306879760046342
2024-10-16,0.003727172378915182,0.01535113594519464,-0.011623963566279458
2024-10-17,-0.0040630731223663214,-0.006618668341224492,0.0025555952188581702
2024-10-18,0.008452174312036482,0.01166118664623979,-0.003209012334203308
2024-10-21,-0.006307281348223254,-0.005506194269068569,-0.0008010870791546843
2024-10-22,-0.0011678219732905977,-0.00489315850150385,0.003725336528213252
2024-10-23,-0.013177896779587986,-0.015192474353037692,0.002014577573449706
2024-10-24,0.0026153506363624395,0.0011525946418498084,0.0014627559945126311
2024-10-25,0.0031770243741910125,-0.0012093845202545534,0.004386408894445566
2024-10-28,0.011151262137364983,0.022271679703482077,-0.011120417566117095
2024-10-29,-0.0010354353574935477,-0.005822175384054817,0.00478674002656127
2024-10-30,-0.0033914631341520596,-0.0017026541132999732,-0.0016888090208520864
2024-10-31,-0.012907450204118272,-0.01520232501858566,0.002294874814467388
2024-11-01,0.012560723147020976,0.003538984212217388,0.009021738934803588
2024-11-04,0.005897524308035501,0.005069994757358915,0.0008275295506765864
2024-11-05,0.0173323987069917,0.017052225172989002,0.00028017353400269784
2024-11-06,0.013795787124356824,0.013278926012761236,0.0005168611115955873
2024-11-07,-0.0033299138211905447,-0.005054154042936556,0.0017242402217460115
2024-11-08,0.004345465256679041,-7.458204082918727e-05,0.004420047297508228
2024-11-11,0.005092570667814309,0.007964990962246897,-0.0028724202944325873
2024-11-12,-0.018409945587444035,-0.010049944557015593,-0.008360001030428442
2024-11-13,0.006327947140097615,-0.01109267759040008,0.017420624730497696
2024-11-14,-0.0037674373971904535,-0.010346415519773562,0.006578978122583109
2024-11-15,-0.020378261614672235,-0.01848315014370132,-0.0018951114709709165
2024-11-18,0.007383906318587494,0.00496521170258701,0.002418694616000484
2024-11-19,0.008444487486595282,0.004252968671952436,0.004191518814642846
2024-11-20,0.009297390978484508,0.006428382693833389,0.002869008284651119
2024-11-21,0.00912527588716134,0.011677496706066284,-0.0025522208189049447
2024-11-22,0.0068627026880981115,0.017531051201734257,-0.010668348513636145
2024-11-25,0.012884521043819337,0.01743756243913154,-0.004553041395312204
2024-11-26,-0.0059960194804340415,0.0047712365131845295,-0.010767255993618571
2024-11-27,0.0031297311746296902,0.0046259745452766135,-0.0014962433706469233
2024-11-29,0.005114327531432238,0.006837017987038651,-0.0017226904556064135
2024-12-02,0.006153308098045107,0.009948407387475634,-0.003795099289430527
2024-12-03,-0.0002492762523106287,-0.01753285611219467,0.01728357985988404
2024-12-04,-0.002984064445706586,0.008990549323532543,-0.01197461376923913
2024-12-05,-0.008529451240506405,-0.00899751727526021,0.00046806603475380536
2024-12-06,0.004744133955879162,0.00046515696378225045,0.004278976992096911
2024-12-09,0.006011533852201444,0.005213889242515158,0.000797644609686286
2024-12-10,-0.002310553130937267,-0.01295321215413042,0.010642659023193154
2024-12-11,0.006053141646680349,0.008357197436394157,-0.0023040557897138084
2024-12-12,-0.00500647368140988,-0.007886797808183845,0.0028803241267739655
2024-12-13,-0.009077405714419317,-0.007562477646886244,-0.0015149280675330733
2024-12-16,0.007587992734691961,0.00232883569880287,0.005259157035889091
2024-12-17,-0.0046340312692234945,-0.0002292351657400042,-0.00440479610348349
2024-12-18,-0.033787720312255284,-0.03793424620611341,0.0041465258938581245
2024-12-19,0.0037698250182405272,-0.001999312276693548,0.005769137294934075
2024-12-20,0.016773828516830413,0.010914272498870937,0.005859556017959476
2024-12-23,0.006885845289572276,0.008710575036736104,-0.001824729747163828
2024-12-24,0.010296835945033994,0.011696219927990083,-0.0013993839829560886
2024-12-26,0.014597637838145478,0.015452551873261626,-0.0008549140351161479
2024-12-27,-0.0045376884951428215,0.0009539448875063173,-0.005491633382649139
2024-12-30,,,
