"Date","Price","Open","High","Low","Vol.","Change %"
"08/29/2024","112.99","112.70","113.07","111.85","2.02M","0.26%"
"08/28/2024","112.70","112.39","113.64","111.89","2.43M","0.71%"
"08/27/2024","111.90","112.77","113.09","111.78","2.14M","-0.98%"
"08/26/2024","113.01","112.53","113.63","112.01","3.04M","0.58%"
"08/23/2024","112.36","112.25","113.00","111.90","2.73M","0.21%"
"08/22/2024","112.12","112.66","112.68","111.45","5.46M","-0.54%"
"08/21/2024","112.73","112.37","113.16","112.25","2.80M","0.31%"
"08/20/2024","112.38","112.91","113.41","112.10","2.82M","-0.30%"
"08/19/2024","112.72","112.28","113.18","112.25","1.72M","0.37%"
"08/16/2024","112.30","112.38","112.65","111.61","2.64M","-0.72%"
"08/15/2024","113.11","112.93","113.27","112.40","2.66M","-0.31%"
"08/14/2024","113.46","113.38","114.54","112.81","1.98M","-0.23%"
"08/13/2024","113.72","113.35","113.94","112.77","2.73M","0.31%"
"08/12/2024","113.37","112.63","113.42","112.10","3.06M","0.62%"
"08/09/2024","112.67","112.95","112.96","111.13","2.22M","0.21%"
"08/08/2024","112.43","112.47","113.96","111.90","4.72M","-0.95%"
"08/07/2024","113.51","113.22","114.78","112.63","4.92M","0.52%"
"08/06/2024","112.92","112.49","114.20","111.36","4.29M","1.72%"
"08/05/2024","111.01","114.11","114.98","111.01","4.92M","-2.55%"
"08/02/2024","113.92","114.35","116.67","111.65","4.61M","1.17%"
"08/01/2024","112.60","109.77","112.71","109.27","3.98M","3.05%"
"07/31/2024","109.27","108.90","109.75","108.43","3.95M","-0.57%"
"07/30/2024","109.90","108.12","110.03","107.89","2.93M","1.12%"
"07/29/2024","108.68","108.28","109.20","107.94","3.45M","0.60%"
"07/26/2024","108.03","107.80","108.48","107.41","2.27M","0.44%"
"07/25/2024","107.56","109.00","110.02","106.95","3.17M","-0.96%"
"07/24/2024","108.60","108.25","108.92","107.04","2.88M","1.38%"
"07/23/2024","107.12","107.48","107.90","107.02","1.51M","-0.39%"
"07/22/2024","107.54","106.94","107.70","106.58","2.37M","0.58%"
"07/19/2024","106.92","107.58","107.61","106.31","2.16M","0.01%"
"07/18/2024","106.91","107.01","108.59","106.71","2.64M","-0.57%"
"07/17/2024","107.52","107.07","108.44","105.65","3.37M","0.93%"
"07/16/2024","106.53","106.31","107.26","105.85","3.06M","1.15%"
"07/15/2024","105.32","104.69","105.39","104.01","2.86M","-0.07%"
"07/12/2024","105.39","104.68","105.90","104.27","2.72M","0.89%"
"07/11/2024","104.46","103.06","104.89","102.66","3.33M","1.59%"
"07/10/2024","102.83","101.25","102.90","100.90","3.13M","1.87%"
"07/09/2024","100.94","100.59","101.40","100.30","3.20M","0.30%"
"07/08/2024","100.64","100.44","101.39","100.03","2.54M","0.08%"
"07/05/2024","100.56","100.00","100.97","99.55","1.93M","0.72%"
"07/03/2024","99.84","99.72","101.07","99.54","1.07M","0.03%"
"07/02/2024","99.81","99.63","100.01","99.21","1.86M","0.46%"
"07/01/2024","99.35","100.73","101.26","99.29","2.10M","-0.88%"
"06/28/2024","100.23","100.59","100.76","99.65","3.90M","-0.36%"
"06/27/2024","100.59","100.00","100.89","99.75","2.36M","0.64%"
"06/26/2024","99.95","99.85","100.21","99.30","1.96M","-0.25%"
"06/25/2024","100.20","101.24","101.46","99.96","2.15M","-1.29%"
"06/24/2024","101.51","99.99","101.84","99.78","2.03M","1.67%"
"06/21/2024","99.84","100.29","101.05","99.55","4.99M","-0.26%"
"06/20/2024","100.10","100.25","100.73","99.40","3.08M","0.07%"
"06/18/2024","100.03","100.73","101.14","99.70","2.47M","-0.76%"
"06/17/2024","100.80","101.95","102.10","100.69","2.95M","-1.52%"
"06/14/2024","102.36","100.89","102.39","100.67","2.67M","1.09%"
"06/13/2024","101.26","101.29","101.80","100.45","1.81M","-0.06%"
"06/12/2024","101.32","103.00","103.26","100.93","2.40M","-1.02%"
"06/11/2024","102.36","102.01","102.67","101.29","2.43M","-0.16%"
"06/10/2024","102.52","102.50","102.98","101.92","1.92M","-0.10%"
"06/07/2024","102.62","102.00","103.78","101.73","1.89M","-0.23%"
"06/06/2024","102.86","103.04","103.82","102.52","1.95M","-0.33%"
"06/05/2024","103.20","104.40","104.60","103.03","2.23M","-1.34%"
"06/04/2024","104.60","103.25","104.87","103.05","4.82M","1.15%"
"06/03/2024","103.41","103.09","103.82","102.82","3.43M","-0.15%"
"05/31/2024","103.57","101.62","103.64","101.45","4.00M","2.24%"
"05/30/2024","101.30","100.78","101.36","100.02","2.42M","0.88%"
"05/29/2024","100.42","100.53","100.86","100.03","2.53M","-0.75%"
"05/28/2024","101.18","101.90","102.67","101.10","2.47M","-0.97%"
"05/24/2024","102.17","102.02","102.50","101.67","1.86M","0.37%"
"05/23/2024","101.79","103.00","103.15","101.61","2.53M","-1.60%"
"05/22/2024","103.44","103.90","104.38","103.14","3.12M","-0.90%"
"05/21/2024","104.38","103.79","104.60","103.25","2.75M","0.69%"
"05/20/2024","103.66","103.93","103.93","103.33","2.09M","-0.22%"
"05/17/2024","103.89","103.14","103.93","102.44","3.69M","1.02%"
"05/16/2024","102.84","102.30","103.25","102.30","4.14M","-0.49%"
"05/15/2024","103.35","103.30","103.66","102.86","2.64M","1.02%"
"05/14/2024","102.31","103.16","103.26","102.23","2.17M","-0.56%"
"05/13/2024","102.89","102.70","103.83","102.61","2.19M","0.21%"
"05/10/2024","102.67","103.49","103.64","102.60","2.78M","-0.34%"
"05/09/2024","103.02","102.25","103.05","102.00","3.00M","0.63%"
"05/08/2024","102.38","102.43","102.64","101.67","3.50M","0.12%"
"05/07/2024","102.26","101.00","102.36","100.30","5.23M","1.83%"
"05/06/2024","100.42","100.49","100.74","99.85","3.08M","0.16%"
"05/03/2024","100.26","99.85","100.34","99.10","4.34M","0.96%"
"05/02/2024","99.31","100.00","100.08","98.58","2.81M","-0.47%"
"05/01/2024","99.78","97.95","100.56","97.49","4.86M","1.55%"
"04/30/2024","98.26","98.29","98.94","97.65","2.57M","-0.48%"
"04/29/2024","98.73","98.25","99.08","98.21","2.13M","1.04%"
"04/26/2024","97.71","99.00","99.22","97.62","1.99M","-1.33%"
"04/25/2024","99.03","98.84","99.61","98.01","2.54M","0.07%"
"04/24/2024","98.96","97.51","99.19","96.68","2.65M","0.77%"
"04/23/2024","98.20","98.11","99.05","97.90","2.15M","0.08%"
"04/22/2024","98.12","98.13","98.50","97.70","2.93M","-0.12%"
"04/19/2024","98.24","96.10","98.40","95.98","4.21M","2.41%"
"04/18/2024","95.93","94.91","96.03","94.21","2.64M","1.51%"
"04/17/2024","94.50","93.57","94.75","93.20","1.77M","1.76%"
"04/16/2024","92.87","94.00","94.00","92.75","2.66M","-1.34%"
"04/15/2024","94.13","95.45","95.63","93.68","2.62M","-0.81%"
"04/12/2024","94.90","95.64","95.92","94.61","2.28M","-0.41%"
"04/11/2024","95.29","96.22","96.23","94.51","2.12M","-0.13%"
"04/10/2024","95.41","95.71","96.08","94.51","2.48M","-1.96%"
"04/09/2024","97.32","96.70","97.49","96.11","2.46M","1.05%"
"04/08/2024","96.31","95.63","96.55","95.54","2.35M","0.42%"
"04/05/2024","95.91","95.72","96.20","95.16","2.53M","-0.22%"
"04/04/2024","96.12","96.74","96.87","95.19","2.69M","0.16%"
"04/03/2024","95.97","96.50","96.61","95.84","2.28M","-0.59%"
"04/02/2024","96.54","96.14","97.36","95.46","2.31M","0.49%"
"04/01/2024","96.07","96.50","96.59","95.38","1.86M","-0.66%"
"03/28/2024","96.71","96.14","96.85","95.77","2.64M","0.65%"
"03/27/2024","96.09","94.10","96.13","94.03","3.17M","2.58%"
"03/26/2024","93.67","94.80","95.07","93.57","2.82M","-1.23%"
"03/25/2024","94.84","94.88","95.16","94.39","2.02M","0.24%"
"03/22/2024","94.61","95.55","95.73","94.56","2.31M","-0.37%"
"03/21/2024","94.96","95.49","96.05","94.93","2.74M","-0.47%"
"03/20/2024","95.41","95.00","95.72","94.57","2.68M","0.28%"
"03/19/2024","95.14","95.26","95.59","94.55","2.49M","0.21%"
"03/18/2024","94.94","94.85","95.24","94.11","2.74M","0.24%"
"03/15/2024","94.71","94.36","95.66","94.36","6.20M","-0.36%"
"03/14/2024","95.05","95.40","95.82","94.34","3.54M","-0.47%"
"03/13/2024","95.50","95.50","96.30","95.40","3.52M","0.52%"
"03/12/2024","95.01","95.39","96.25","94.69","2.88M","-0.87%"
"03/11/2024","95.84","94.82","95.89","94.50","1.97M","0.95%"
"03/08/2024","94.94","94.48","95.12","93.80","2.27M","0.49%"
"03/07/2024","94.48","94.91","95.13","94.23","2.61M","0.44%"
"03/06/2024","94.07","93.47","94.32","92.97","4.23M","1.49%"
"03/05/2024","92.69","92.78","94.27","92.33","3.68M","0.29%"
"03/04/2024","92.42","90.22","92.56","90.22","3.72M","1.72%"
"03/01/2024","90.86","91.75","91.88","90.09","3.37M","-1.06%"
"02/29/2024","91.83","91.06","92.08","90.76","5.25M","1.20%"
"02/28/2024","90.74","90.75","91.25","90.43","3.26M","-0.12%"
"02/27/2024","90.85","90.64","91.33","90.46","2.96M","0.22%"
"02/26/2024","90.65","92.47","92.57","90.52","3.80M","-2.24%"
"02/23/2024","92.73","92.40","93.33","91.92","2.49M","0.65%"
"02/22/2024","92.13","92.29","92.59","91.30","4.13M","-0.92%"
"02/21/2024","92.99","92.20","93.28","92.02","2.78M","1.14%"
"02/20/2024","91.94","92.00","92.78","91.51","2.59M","0.07%"
"02/16/2024","91.88","92.07","92.33","91.10","4.12M","-0.52%"
"02/15/2024","92.36","90.73","92.41","90.53","2.95M","1.12%"
"02/14/2024","91.34","91.30","91.99","90.93","3.06M","-0.29%"
"02/13/2024","91.61","92.61","92.93","90.30","3.43M","-1.12%"
"02/12/2024","92.65","91.56","92.85","91.17","3.93M","1.05%"
"02/09/2024","91.69","92.26","92.73","91.63","4.64M","-1.04%"
"02/08/2024","92.65","94.74","95.20","91.47","5.58M","-2.98%"
"02/07/2024","95.50","95.47","95.61","94.78","2.47M","0.46%"
"02/06/2024","95.06","95.09","95.41","94.75","2.17M","-0.20%"
"02/05/2024","95.25","95.50","96.07","94.76","3.14M","-1.01%"
"02/02/2024","96.22","96.85","97.10","95.51","2.52M","-1.61%"
"02/01/2024","97.79","95.35","97.85","94.75","2.75M","2.05%"
"01/31/2024","95.83","96.10","96.99","95.30","3.68M","0.31%"
"01/30/2024","95.53","95.69","96.12","94.77","3.20M","-0.25%"
"01/29/2024","95.77","96.03","96.18","95.31","3.15M","-0.10%"
"01/26/2024","95.87","95.63","96.30","95.24","3.55M","0.15%"
"01/25/2024","95.73","95.55","95.78","94.43","2.46M","1.26%"
"01/24/2024","94.54","96.04","96.14","94.15","3.87M","-1.12%"
"01/23/2024","95.61","95.01","95.94","95.01","2.90M","0.58%"
"01/22/2024","95.06","95.60","96.29","94.70","2.47M","-0.52%"
"01/19/2024","95.56","96.30","96.30","95.20","2.97M","-0.31%"
"01/18/2024","95.86","96.57","96.58","95.36","2.45M","-1.00%"
"01/17/2024","96.83","97.64","98.69","95.97","3.27M","-1.22%"
"01/16/2024","98.03","97.86","98.95","97.56","3.53M","-0.44%"
"01/12/2024","98.46","97.72","98.78","97.30","2.79M","1.35%"
"01/11/2024","97.15","99.01","99.01","96.83","3.06M","-2.15%"
"01/10/2024","99.28","99.50","99.92","99.10","3.08M","0.19%"
"01/09/2024","99.09","98.75","99.39","98.52","2.02M","-0.30%"
"01/08/2024","99.39","98.38","99.43","98.06","2.45M","0.86%"
"01/05/2024","98.54","98.49","98.75","97.57","2.19M","0.05%"
"01/04/2024","98.49","99.00","99.35","98.36","2.42M","-0.29%"
"01/03/2024","98.78","97.93","98.89","97.50","3.69M","0.99%"
"01/02/2024","97.81","96.52","98.28","96.13","3.35M","0.79%"
"12/29/2023","97.04","96.64","97.27","96.35","2.30M","0.12%"
"12/28/2023","96.92","96.06","97.06","96.00","1.91M","0.64%"
"12/27/2023","96.30","96.40","96.78","96.01","1.99M","-0.44%"
"12/26/2023","96.73","96.62","97.51","96.43","2.23M","-0.13%"
"12/22/2023","96.86","96.84","97.64","96.32","1.93M","0.52%"
"12/21/2023","96.36","95.94","96.50","95.22","3.07M","0.71%"
"12/20/2023","95.68","96.64","97.27","95.55","3.43M","-1.17%"
"12/19/2023","96.81","97.51","97.54","96.46","2.71M","-0.37%"
"12/18/2023","97.17","97.20","98.33","96.75","4.28M","0.56%"
"12/15/2023","96.63","97.99","98.15","95.62","8.74M","-1.71%"
"12/14/2023","98.31","98.76","99.48","97.99","6.87M","0.23%"
"12/13/2023","98.08","95.50","98.14","94.85","3.97M","2.88%"
"12/12/2023","95.33","95.49","95.50","94.12","3.94M","-0.03%"
"12/11/2023","95.36","94.04","95.40","93.59","4.99M","1.03%"
"12/08/2023","94.39","94.45","94.74","93.80","3.27M","-0.07%"
"12/07/2023","94.46","93.90","94.89","93.32","3.81M","0.55%"
"12/06/2023","93.94","92.85","93.96","92.65","3.26M","1.59%"
"12/05/2023","92.47","92.86","92.97","91.90","2.60M","-0.28%"
"12/04/2023","92.73","92.02","93.23","92.02","2.80M","0.10%"
"12/01/2023","92.64","92.20","92.65","91.55","4.02M","0.39%"
"11/30/2023","92.28","91.66","92.40","91.12","4.96M","1.73%"
"11/29/2023","90.71","91.22","91.68","90.36","2.99M","-0.46%"
"11/28/2023","91.13","90.96","91.93","90.72","2.77M","0.22%"
"11/27/2023","90.93","90.86","91.13","90.17","2.44M","0.21%"
"11/24/2023","90.74","90.24","90.79","89.92","1.47M","0.42%"
"11/22/2023","90.36","90.00","90.44","89.52","2.55M","0.53%"
"11/21/2023","89.88","89.53","89.93","88.73","2.48M","0.65%"
"11/20/2023","89.30","89.52","90.04","88.27","3.64M","-0.79%"
"11/17/2023","90.01","90.64","90.68","89.68","3.34M","-0.19%"
"11/16/2023","90.18","89.35","90.58","89.35","3.87M","0.64%"
"11/15/2023","89.61","89.77","90.92","89.18","3.18M","-0.27%"
"11/14/2023","89.85","88.63","89.90","88.50","5.74M","3.25%"
"11/13/2023","87.02","88.19","88.39","86.61","3.40M","-1.42%"
"11/10/2023","88.27","88.47","88.68","87.72","2.49M","0.35%"
"11/09/2023","87.96","88.53","89.37","87.91","3.44M","-0.45%"
"11/08/2023","88.36","88.78","88.97","87.16","3.62M","-1.03%"
"11/07/2023","89.28","90.00","90.01","89.12","3.05M","-0.49%"
"11/06/2023","89.72","90.18","90.58","89.47","3.37M","-0.62%"
"11/03/2023","90.28","91.16","91.97","90.23","4.02M","0.43%"
"11/02/2023","89.89","89.50","90.60","88.99","4.55M","0.39%"
"11/01/2023","89.54","89.20","89.99","88.32","3.94M","0.73%"
"10/31/2023","88.89","88.35","88.93","87.91","3.09M","1.13%"
"10/30/2023","87.90","87.84","88.67","87.06","2.43M","0.42%"
"10/27/2023","87.53","88.86","89.12","87.09","2.76M","-1.87%"
"10/26/2023","89.20","88.45","89.75","88.22","3.03M","1.19%"
"10/25/2023","88.15","87.64","88.44","87.17","2.65M","0.44%"
"10/24/2023","87.76","87.11","88.26","86.83","3.21M","1.66%"
"10/23/2023","86.33","86.20","87.62","85.79","3.17M","-0.80%"
"10/20/2023","87.03","87.51","88.86","87.01","3.47M","-0.85%"
"10/19/2023","87.78","87.92","88.85","87.27","3.13M","-0.46%"
"10/18/2023","88.19","88.97","89.42","87.63","2.79M","-0.87%"
"10/17/2023","88.96","88.77","89.76","88.48","2.91M","-0.56%"
"10/16/2023","89.46","89.00","89.86","88.42","2.99M","0.88%"
"10/13/2023","88.68","88.94","89.54","88.05","3.28M","0.74%"
"10/12/2023","88.03","89.53","90.03","87.19","3.17M","-2.05%"
"10/11/2023","89.87","89.40","90.12","88.65","2.66M","1.05%"
"10/10/2023","88.94","88.25","89.01","87.86","2.62M","0.80%"
"10/09/2023","88.23","86.67","88.25","86.38","3.01M","1.51%"
"10/06/2023","86.92","84.33","87.04","83.06","3.51M","1.68%"
"10/05/2023","85.48","85.88","86.01","84.72","3.72M","-0.74%"
"10/04/2023","86.12","85.76","86.41","84.87","3.32M","0.42%"
"10/03/2023","85.76","85.00","86.06","83.38","5.61M","0.37%"
"10/02/2023","85.44","87.74","87.99","84.14","6.50M","-3.20%"
"09/29/2023","88.26","89.64","89.96","87.63","3.90M","-0.47%"
"09/28/2023","88.68","90.61","90.61","88.47","4.49M","-1.57%"
"09/27/2023","90.09","91.10","91.41","89.26","3.71M","-1.13%"
"09/26/2023","91.12","93.00","93.06","90.75","3.00M","-2.35%"
"09/25/2023","93.31","92.83","93.39","92.31","2.38M","-0.02%"
"09/22/2023","93.33","93.01","93.84","92.70","1.97M","-0.09%"
"09/21/2023","93.41","94.25","94.73","93.20","3.13M","-1.02%"
"09/20/2023","94.37","94.28","95.41","93.76","2.86M","0.56%"
"09/19/2023","93.84","94.96","95.23","93.79","3.29M","-1.18%"
"09/18/2023","94.96","95.25","95.46","94.15","3.70M","-0.23%"
"09/15/2023","95.18","95.34","96.08","94.93","9.70M","-0.28%"
"09/14/2023","95.45","94.65","95.71","94.36","4.59M","1.67%"
"09/13/2023","93.88","92.43","94.36","92.32","4.38M","1.91%"
"09/12/2023","92.12","91.91","92.67","90.90","3.69M","0.37%"
"09/11/2023","91.78","90.85","92.47","90.73","3.99M","0.83%"
"09/08/2023","91.02","89.57","91.17","89.28","3.30M","1.81%"
"09/07/2023","89.40","88.20","90.22","88.08","4.77M","2.18%"
"09/06/2023","87.49","86.91","87.61","86.16","3.25M","0.97%"
"09/05/2023","86.65","87.78","87.99","86.04","3.16M","-1.46%"
"09/01/2023","87.93","89.25","89.63","87.50","3.78M","-0.98%"
"08/31/2023","88.80","90.26","90.43","88.72","3.14M","-1.28%"
"08/30/2023","89.95","90.01","90.83","89.47","2.25M","-0.38%"
"08/29/2023","90.29","90.00","90.96","89.95","2.28M","0.30%"
"08/28/2023","90.02","90.59","91.17","90.00","2.13M","-0.62%"
"08/25/2023","90.58","90.20","91.34","89.99","2.37M","0.66%"
"08/24/2023","89.99","90.14","91.36","89.86","2.38M","-0.39%"
"08/23/2023","90.34","90.35","90.41","89.13","2.23M","0.84%"
"08/22/2023","89.59","89.63","89.87","89.06","2.37M","-0.04%"
"08/21/2023","89.63","90.80","91.10","89.13","3.91M","-1.72%"
"08/18/2023","91.20","90.51","91.45","90.42","2.77M","0.55%"
"08/17/2023","90.70","90.84","92.19","90.54","2.58M","-1.09%"
"08/16/2023","91.70","91.69","92.33","91.32","2.38M","0.28%"
