"Date","Price","Open","High","Low","Vol.","Change %"
"06/06/2024","154.69","157.95","158.82","152.39","3.37M","-0.10%"
"06/05/2024","154.84","146.75","155.39","145.04","4.05M","6.54%"
"06/04/2024","145.34","147.66","147.66","141.30","3.05M","-1.68%"
"06/03/2024","147.82","139.75","150.80","137.52","4.94M","3.70%"
"05/31/2024","142.55","152.10","158.13","140.74","7.18M","-5.90%"
"05/30/2024","151.49","150.35","152.79","143.52","4.67M","2.41%"
"05/29/2024","147.92","150.00","150.00","140.23","5.51M","-3.45%"
"05/28/2024","153.20","161.64","164.73","148.50","6.64M","-8.05%"
"05/24/2024","166.61","163.68","170.47","162.00","5.05M","1.59%"
"05/23/2024","164.01","160.00","165.14","157.46","7.12M","0.42%"
"05/22/2024","163.33","142.90","164.88","142.81","13.59M","13.67%"
"05/21/2024","143.69","139.47","143.87","138.10","3.38M","1.90%"
"05/20/2024","141.01","132.98","142.79","131.72","4.71M","6.10%"
"05/17/2024","132.90","132.52","134.60","129.67","2.72M","0.17%"
"05/16/2024","132.68","129.76","133.04","127.83","3.01M","2.80%"
"05/15/2024","129.06","127.49","129.20","124.98","2.96M","0.58%"
"05/14/2024","128.32","127.00","129.94","126.34","3.63M","2.11%"
"05/13/2024","125.67","119.47","126.88","119.03","4.10M","7.13%"
"05/10/2024","117.31","120.75","124.90","116.73","4.24M","-4.39%"
"05/09/2024","122.69","123.15","125.50","121.68","3.37M","0.66%"
"05/08/2024","121.89","120.00","122.82","119.50","2.51M","0.68%"
"05/07/2024","121.07","122.86","123.50","118.68","2.89M","-0.87%"
"05/06/2024","122.13","125.00","125.15","118.75","3.95M","-2.30%"
"05/03/2024","125.00","125.00","126.40","122.01","4.51M","-0.47%"
"05/02/2024","125.59","114.86","128.81","114.06","11.97M","12.68%"
"05/01/2024","111.46","111.11","113.73","109.00","3.84M","1.04%"
"04/30/2024","110.31","110.50","113.21","109.55","3.21M","-1.17%"
"04/29/2024","111.62","108.78","112.33","108.72","2.61M","3.38%"
"04/26/2024","107.97","106.18","108.19","105.25","2.25M","1.69%"
"04/25/2024","106.18","107.43","108.23","103.52","2.80M","-2.45%"
"04/24/2024","108.85","111.05","111.29","106.64","3.41M","0.89%"
"04/23/2024","107.89","104.46","108.21","103.48","2.44M","3.28%"
"04/22/2024","104.46","102.79","105.43","99.30","3.18M","3.01%"
"04/19/2024","101.41","102.37","103.79","100.45","2.67M","-0.58%"
"04/18/2024","102.00","102.53","103.50","99.90","1.80M","-1.39%"
"04/17/2024","103.44","105.14","105.14","102.27","2.00M","-0.34%"
"04/16/2024","103.79","102.08","106.42","101.30","2.16M","-0.07%"
"04/15/2024","103.86","105.02","106.20","102.30","2.27M","-1.22%"
"04/12/2024","105.14","106.00","107.88","104.65","2.42M","-1.75%"
"04/11/2024","107.01","107.56","108.60","103.68","3.21M","-0.12%"
"04/10/2024","107.14","107.65","110.29","105.90","3.54M","-4.00%"
"04/09/2024","111.60","105.90","115.89","105.78","8.95M","6.19%"
"04/08/2024","105.09","102.27","105.22","101.06","2.06M","2.15%"
"04/05/2024","102.88","101.76","103.82","101.05","2.13M","0.60%"
"04/04/2024","102.27","102.69","105.98","101.72","3.09M","1.05%"
"04/03/2024","101.21","103.00","105.15","97.00","5.17M","-2.32%"
"04/02/2024","103.61","104.71","105.95","103.07","2.60M","-1.88%"
"04/01/2024","105.60","106.29","106.65","103.55","2.92M","-0.90%"
"03/28/2024","106.56","111.10","112.00","105.95","3.96M","-3.64%"
"03/27/2024","110.59","109.58","111.13","105.04","4.58M","2.96%"
"03/26/2024","107.41","111.80","111.80","106.93","4.15M","-2.69%"
"03/25/2024","110.38","106.00","110.75","105.90","3.57M","4.70%"
"03/22/2024","105.43","104.11","105.97","103.51","2.04M","1.29%"
"03/21/2024","104.09","104.50","106.38","102.55","2.25M","0.98%"
"03/20/2024","103.08","103.41","103.60","100.30","3.42M","-1.93%"
"03/19/2024","105.11","103.90","105.55","102.64","3.05M","0.82%"
"03/18/2024","104.26","104.98","107.59","103.65","4.03M","0.39%"
"03/15/2024","103.85","103.17","104.72","100.94","5.46M","0.38%"
"03/14/2024","103.46","106.14","106.99","101.88","4.64M","-2.86%"
"03/13/2024","106.51","110.43","112.65","105.99","5.12M","-3.55%"
"03/12/2024","110.43","112.00","113.70","109.92","4.18M","-1.38%"
"03/11/2024","111.98","103.44","114.25","102.75","9.87M","8.69%"
"03/08/2024","103.03","99.21","103.95","98.65","4.33M","3.57%"
"03/07/2024","99.48","99.10","99.92","96.51","3.20M","1.41%"
"03/06/2024","98.10","96.38","98.51","95.58","3.33M","2.66%"
"03/05/2024","95.56","94.65","96.17","93.35","2.86M","-0.46%"
"03/04/2024","96.00","94.65","96.14","92.60","3.47M","0.99%"
"03/01/2024","95.06","92.52","96.88","92.11","3.79M","3.06%"
"02/29/2024","92.24","96.79","97.24","92.22","5.32M","-5.38%"
"02/28/2024","97.48","95.00","99.27","94.34","2.97M","1.33%"
"02/27/2024","96.20","94.31","97.47","92.50","3.09M","2.32%"
"02/26/2024","94.02","93.68","94.79","91.46","4.58M","-2.53%"
"02/23/2024","96.46","99.60","100.97","95.32","4.53M","-3.00%"
"02/22/2024","99.44","91.86","101.73","91.06","11.35M","13.53%"
"02/21/2024","87.59","86.15","88.57","85.53","3.76M","0.69%"
"02/20/2024","86.99","87.36","89.54","86.48","3.14M","-1.56%"
"02/16/2024","88.37","90.41","90.85","87.37","3.71M","-3.04%"
"02/15/2024","91.14","86.13","92.08","84.80","4.97M","6.04%"
"02/14/2024","85.95","86.04","86.85","84.23","3.57M","0.68%"
"02/13/2024","85.37","86.81","88.30","84.06","4.04M","-4.08%"
"02/12/2024","89.00","87.41","89.07","85.75","3.99M","1.82%"
"02/09/2024","87.41","93.36","93.36","86.41","7.22M","-6.67%"
"02/08/2024","93.66","99.00","99.00","92.95","4.92M","-5.68%"
"02/07/2024","99.30","100.15","100.24","97.86","2.27M","-0.73%"
"02/06/2024","100.03","95.65","100.10","95.14","3.05M","4.75%"
"02/05/2024","95.49","96.70","96.95","94.17","2.80M","-2.06%"
"02/02/2024","97.50","97.39","98.21","95.30","3.35M","-1.54%"
"02/01/2024","99.02","100.90","101.00","97.17","3.77M","-2.01%"
"01/31/2024","101.05","102.47","104.09","100.50","2.54M","-1.39%"
"01/30/2024","102.47","103.51","104.00","101.90","2.18M","-2.26%"
"01/29/2024","104.84","101.79","105.81","100.01","3.46M","2.98%"
"01/26/2024","101.81","103.55","103.90","101.01","2.35M","-0.97%"
"01/25/2024","102.81","101.76","103.82","101.07","2.69M","1.68%"
"01/24/2024","101.11","103.20","104.27","101.01","2.60M","-0.79%"
"01/23/2024","101.92","100.50","102.94","99.54","2.82M","2.23%"
"01/22/2024","99.70","100.25","102.97","98.60","3.40M","0.00%"
"01/19/2024","99.70","98.43","100.44","97.08","3.73M","0.64%"
"01/18/2024","99.07","100.01","100.01","96.65","3.78M","-1.28%"
"01/17/2024","100.35","98.30","101.49","97.61","4.58M","-1.77%"
"01/16/2024","102.16","104.31","104.31","97.52","5.93M","-3.58%"
"01/12/2024","105.95","107.00","110.80","105.88","3.87M","-0.79%"
"01/11/2024","106.79","108.61","108.61","105.53","4.02M","-2.43%"
"01/10/2024","109.46","110.00","110.01","106.65","4.08M","-0.65%"
"01/09/2024","110.18","113.88","114.25","108.87","5.10M","-4.56%"
"01/08/2024","115.44","111.47","115.97","108.62","6.01M","3.89%"
"01/05/2024","111.12","107.77","115.81","106.50","9.22M","2.26%"
"01/04/2024","108.66","109.01","109.41","105.51","6.28M","0.07%"
"01/03/2024","108.58","112.51","112.67","107.58","8.35M","-3.48%"
"01/02/2024","112.50","99.88","115.68","99.40","14.53M","13.12%"
"12/29/2023","99.45","98.61","100.80","98.02","5.20M","0.67%"
"12/28/2023","98.79","101.60","102.95","97.91","4.56M","-1.93%"
"12/27/2023","100.73","98.47","100.98","97.36","5.41M","3.49%"
"12/26/2023","97.33","96.39","97.77","94.34","3.85M","2.57%"
"12/22/2023","94.89","92.00","96.49","91.95","6.17M","4.09%"
"12/21/2023","91.16","87.50","92.38","86.68","5.34M","5.77%"
"12/20/2023","86.19","88.93","90.18","86.12","4.50M","-3.26%"
"12/19/2023","89.09","86.41","89.29","84.80","5.93M","4.30%"
"12/18/2023","85.42","85.87","86.80","83.60","5.82M","-0.69%"
"12/15/2023","86.01","87.03","89.53","85.40","12.82M","0.16%"
"12/14/2023","85.87","88.47","94.93","83.73","22.30M","9.25%"
"12/13/2023","78.60","76.00","78.72","73.25","7.96M","0.72%"
"12/12/2023","78.04","81.24","81.39","76.41","5.21M","-4.83%"
"12/11/2023","82.00","79.94","82.56","79.77","3.86M","2.09%"
"12/08/2023","80.32","79.16","81.82","78.76","2.93M","0.46%"
"12/07/2023","79.95","80.49","80.53","77.40","3.48M","-0.81%"
"12/06/2023","80.60","78.97","84.12","77.64","4.40M","2.96%"
"12/05/2023","78.28","78.30","79.72","77.70","2.16M","-1.99%"
"12/04/2023","79.87","79.56","80.73","77.66","3.17M","0.05%"
"12/01/2023","79.83","76.58","80.26","74.50","3.96M","2.74%"
"11/30/2023","77.70","79.63","80.20","77.52","3.31M","-1.66%"
"11/29/2023","79.01","78.95","80.89","78.85","2.57M","1.06%"
"11/28/2023","78.18","77.32","78.25","75.84","2.24M","0.59%"
"11/27/2023","77.72","78.36","78.36","75.66","2.96M","-1.02%"
"11/24/2023","78.52","78.66","81.12","77.77","2.15M","0.45%"
"11/22/2023","78.17","78.06","78.67","76.83","2.20M","1.34%"
"11/21/2023","77.14","77.08","77.67","75.90","2.71M","-2.30%"
"11/20/2023","78.96","76.80","79.80","76.01","3.55M","3.30%"
"11/17/2023","76.44","77.15","77.42","74.78","3.16M","-0.14%"
"11/16/2023","76.55","76.15","76.62","74.18","3.11M","0.26%"
"11/15/2023","76.35","74.46","78.30","74.21","3.95M","3.04%"
"11/14/2023","74.10","73.62","74.75","72.99","4.45M","5.54%"
"11/13/2023","70.21","69.59","70.26","67.62","3.17M","0.23%"
"11/10/2023","70.05","69.60","70.28","67.85","3.98M","0.78%"
"11/09/2023","69.51","71.74","71.80","68.95","3.65M","-2.57%"
"11/08/2023","71.34","73.65","73.67","70.11","4.53M","-3.15%"
"11/07/2023","73.66","72.22","73.72","71.34","4.00M","2.21%"
"11/06/2023","72.07","78.04","79.06","71.70","6.00M","-7.04%"
"11/03/2023","77.53","73.09","79.25","73.04","8.88M","8.84%"
"11/02/2023","71.23","64.35","73.30","62.55","16.65M","-6.52%"
"11/01/2023","76.20","75.22","77.00","74.62","4.14M","0.32%"
"10/31/2023","75.96","72.91","76.15","72.65","3.78M","2.55%"
"10/30/2023","74.07","71.88","74.40","71.80","4.23M","3.00%"
"10/27/2023","71.91","75.90","76.56","71.55","5.44M","-5.36%"
"10/26/2023","75.98","76.73","77.22","75.44","3.43M","-1.02%"
"10/25/2023","76.76","78.55","78.82","75.89","3.61M","-3.76%"
"10/24/2023","79.76","78.81","81.62","78.81","3.19M","1.42%"
"10/23/2023","78.64","79.15","80.82","78.28","4.58M","-2.19%"
"10/20/2023","80.40","82.13","82.45","79.71","5.46M","-2.39%"
"10/19/2023","82.37","85.81","86.89","80.48","6.50M","-4.23%"
"10/18/2023","86.01","85.55","87.55","85.10","4.69M","-0.37%"
"10/17/2023","86.33","90.38","91.69","86.24","8.60M","-6.10%"
"10/16/2023","91.94","95.30","96.65","90.18","9.06M","-6.47%"
"10/13/2023","98.30","100.00","100.59","97.56","3.39M","-2.46%"
"10/12/2023","100.78","102.00","102.81","100.31","2.75M","-1.93%"
"10/11/2023","102.76","104.96","105.94","102.43","2.10M","-1.60%"
"10/10/2023","104.43","101.95","104.84","101.50","2.25M","2.54%"
"10/09/2023","101.84","102.73","102.77","98.01","3.17M","-1.96%"
"10/06/2023","103.88","101.63","104.97","101.11","2.46M","0.88%"
"10/05/2023","102.97","103.70","104.36","99.61","2.82M","-1.24%"
"10/04/2023","104.26","104.61","104.82","99.33","3.30M","1.14%"
"10/03/2023","103.08","101.93","103.68","100.92","2.42M","-0.22%"
"10/02/2023","103.31","103.12","104.06","101.48","2.41M","0.02%"
"09/29/2023","103.29","100.97","104.74","100.97","4.20M","3.01%"
"09/28/2023","100.27","98.94","101.03","97.32","2.03M","0.83%"
"09/27/2023","99.44","98.76","100.33","97.90","2.37M","1.35%"
"09/26/2023","98.12","98.57","99.62","97.89","2.89M","-0.05%"
"09/25/2023","98.17","99.52","99.80","97.11","2.91M","-1.82%"
"09/22/2023","99.99","100.77","100.98","98.51","2.28M","-0.24%"
"09/21/2023","100.23","101.78","103.59","100.07","3.22M","-3.19%"
"09/20/2023","103.53","106.65","106.66","103.27","2.88M","-3.01%"
"09/19/2023","106.74","102.31","107.79","101.85","4.12M","2.50%"
"09/18/2023","104.14","114.21","114.30","103.81","7.53M","-9.12%"
"09/15/2023","114.59","112.99","115.25","111.90","6.33M","1.58%"
"09/14/2023","112.81","108.59","114.33","106.39","5.51M","3.89%"
"09/13/2023","108.59","113.80","114.88","107.24","9.82M","3.18%"
"09/12/2023","105.24","105.37","106.18","103.53","2.73M","-0.53%"
"09/11/2023","105.80","106.80","107.25","104.50","3.06M","-1.71%"
"09/08/2023","107.64","107.62","109.47","106.87","2.16M","-0.66%"
"09/07/2023","108.35","107.61","110.12","106.70","2.66M","0.10%"
"09/06/2023","108.24","109.75","109.75","106.60","2.92M","-1.02%"
"09/05/2023","109.36","112.72","112.78","108.99","2.87M","-2.84%"
"09/01/2023","112.56","114.21","114.72","111.57","2.24M","-0.45%"
"08/31/2023","113.07","116.44","116.60","112.86","3.31M","-3.04%"
"08/30/2023","116.62","116.19","118.07","114.00","3.33M","0.54%"
"08/29/2023","115.99","113.75","116.44","113.72","2.85M","1.90%"
"08/28/2023","113.83","114.73","116.95","113.00","2.70M","1.70%"
"08/25/2023","111.93","113.65","114.70","109.81","2.71M","-0.64%"
"08/24/2023","112.65","114.93","115.37","112.58","2.72M","-2.43%"
"08/23/2023","115.46","117.34","117.68","111.85","3.77M","-0.67%"
"08/22/2023","116.24","112.50","116.88","112.46","7.10M","4.65%"
"08/21/2023","111.08","101.99","112.32","101.82","7.75M","9.31%"
"08/18/2023","101.62","105.90","107.26","101.40","4.14M","-4.35%"
"08/17/2023","106.24","98.99","106.58","98.92","7.54M","7.40%"
