Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
10741.144027751654,0.0741144027751654,0.05114463158367277,0.29969757917744727,0.16644990150070746,0.21467927160192435,12498.672613358818,0.2498672613358818,0.1356822609468622,0.738934083049527,0.1722287676812008,0.14337276919991973
