Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
5844.932247273023,-0.41550677527269775,-0.21833855555435666,-1.1180900593675043,0.22020874575768382,0.49270834739964425,6520.321123933768,-0.3479678876066232,-0.17183301521496797,-0.8113460874068056,0.23229292927252948,0.4065565924862407
