Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
14690.998871772672,0.4690998871772672,0.264609867866171,0.820861698818401,0.28612987693800224,0.26581629169490173,21269.068484258358,1.1269068484258358,0.5262116673765957,1.4499905185777173,0.2918250062463096,0.19631496323225647
