Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
55473.92912963418,4.547392912963418,1.6948785747953239,1.9464664851934383,0.510312238676421,0.27046762059300794,47348.715716151506,3.734871571615151,1.4974627077883276,1.7728340904007962,0.517216743076844,0.2840795021080104
