Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
33053.0794350084,2.30530794350084,0.9342463483972359,1.9275665936048716,0.34270259171481776,0.18825254184370208,33483.13985627418,2.348313985627418,0.9469373156141332,1.9462901014634597,0.342774727616631,0.188252541843702
