Final Portfolio Value,Strategy Total Return,Strategy Annualized Return,Strategy Sharpe Ratio,Strategy Volatility,Strategy Max Drawdown,Buy&Hold Value,Buy&Hold Return,Buy&Hold Annualized,Buy&Hold Sharpe,Buy&Hold Volatility,Buy&Hold Max Drawdown
1185.7915869131257,-0.8814208413086875,-0.5971497944941004,-1.6026014364666203,0.5662994560425072,0.9167818643583013,2282.62339418526,-0.771737660581474,-0.4338959932404475,-0.9636164097942064,0.5897944508525618,0.8183182281975871
